99.14931546,104.0385272,107.4353468,97.85230675,98.74986914
92.02628776,97.10439252,99.32066924,97.24584816,92.9267508
95.66253664,95.17750125,90.93318132,110.1888947,98.80084371
91.37294597,100.9678139,100.4011828,113.4209048,105.4850884
101.2086252,103.5730309,100.2869091,105.8526935,93.37126331
102.8038708,98.29687616,93.24376389,97.24130034,89.03452725
106.7175162,102.9758561,98.45723272,100.724189,106.397985
96.02548256,102.8236086,106.4755185,101.347459,102.456518
105.3035045,92.87730812,103.1925834,104.4051832,101.2932677
110.4448431,93.87155456,101.5363647,97.65393524,92.75048583
